statement,originator,true_verdict,predicted_verdict,correct
Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,Various media reports 2,true,true,True
"The flu shot is ""designed to spread cancer.""",Meddaily,pants-fire,pants-fire,True
"""The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?""",Facebook posts,mostly-false,mostly-false,True
"""90,000 Californians are unsheltered and homeless.""",Darrell Steinberg,true,true,True
"Says Sen. John McCain ""has taken more money from Wall Street than any other sitting senator.""",Ann Kirkpatrick,half-true,mostly-false,False
"Rubio's tax swap proposal ""would have been a massive tax increase.""",Charlie Crist,false,mostly-false,False
"Says ""how much money the government is collecting from people...in terms of the gross domestic product"" is ""the lowest in 40, 50 years.""",Bill Pascrell,mostly-true,mostly-false,False
"Says Lee Leffingwell has been mayor of Austin, Texas ""for about as long as Sarah Palin was governor of Alaska.""",Paul Begala,false,mostly-false,False
"""We give (foreign aid) to developing countries, and 70 percent of it's stolen off the top.""",Rand Paul,false,mostly-false,False
"California Gov. Gavin Newsom ""just let 76,000 inmates out of jail.""",John Cox,false,mostly-false,False
"""The top 1 percent pay 45 percent of all taxes in the country.""",Jeb Bush,half-true,mostly-false,False
"""Spanish was the first European language spoken in this country.""",Tim Kaine,true,mostly-false,False
"Says ""the number of Americans living at or below the poverty line is at its highest level since"" 1964.",Barbara Buono,mostly-true,mostly-false,False
"""It’s not unusual for hospitals to sit at max or near max capacity on any given day.""",Erin Marie Olszewski,half-true,true,False
"Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate ""among the Central Texas area school districts.""",League of Women Voters of the Austin Area,half-true,true,False
"Under current U.S. immigration policy, ""literally one person with a green card"" can, in the extreme, bring in more than 270 of his relatives.",Phil Gingrey,false,true,False
Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,Eileen Brady,false,mostly-false,False
"Based on current trends, ""15.5 million girls will be married in the next 16 years as children.""",Emma Watson,half-true,true,False
"""There’s a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us there’s no tax.""",Donald Trump,mostly-false,mostly-false,True
"The Senate version of the health care reform bill ""allows taxpayer money to pay directly for abortion in federal community health centers funded in the bill.""",Daniel Lipinski,mostly-false,mostly-false,True
"When Colorado  eased its medical marijuana laws, fatal accidents involving pot-using drivers soared while overall traffic fatalities decreased.","Charles ""Chuck"" Spahos",half-true,true,False
"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons.""",Donald Trump,false,mostly-false,False
"Labor union president Andy Stern is ""the most frequent visitor"" at the White House.",Glenn Beck,false,true,False
"""Businesses are leaving Illinois. I think, statistically, that can be proven to be false through the Bureau of Labor Statistics. No net businesses left Illinois.""",Jason Keller,false,mostly-false,False
"Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",Bill Lynch,pants-fire,mostly-false,False
"""COVID cases in India plummet after government promotes ivermectin and hydroxychloroquine use.""",The Gateway Pundit,mostly-false,mostly-false,True
"""The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things I’ve said publicly all along"" about the Wisconsin budget debate.",Scott Walker,false,true,False
"Joe Biden's spending ""has sent prices skyrocketing.""",Jane Timken,half-true,mostly-false,False
"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...""",Facebook posts,pants-fire,mostly-false,False
"Says Ted Cruz is the ""same senator who once supported a ban on sex toys.""",New York Post,mostly-false,true,False
"The Bundy Ranch deal is all about Nevada Sen. Harry Reid ""using federal violence to take people’s land in his state so he can package it to re-sell it to the Chinese.""",Bloggers,pants-fire,pants-fire,True
"""Joe Biden tells voters he's 'going to beat Joe Biden.'""",Bloggers,false,true,False
"""Seventy percent of Missourians support voter photo ID legislation.""",Caleb Rowden,mostly-true,mostly-false,False
"""In 2020 we won (Wisconsin).""",Donald Trump,pants-fire,mostly-false,False
"""Old C-SPAN footage of Joe Biden introducing man in blackface.""",YouTube videos,false,mostly-false,False
"The National Defense Authorization Act for fiscal year 2019 ""includes the largest pay raise in nearly 10 years.""",Roy Blunt,true,true,True
A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,Bloggers,false,false,True
"""(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.""",Loretta Weinberg,mostly-true,true,False
"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""",James Moore,true,true,True
"""I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.""",Bruce Braley,false,true,False
"""In Africa, a child dies every minute because of (malaria).""",Tim Ziemer,mostly-true,true,False
"""The Trans-Texas Corridor is dead.""",Rick Perry,mostly-true,true,False
"""Iran will be shooting at our soldiers with bullets, etc., purchased with the $150 billion Obama gave them.""",Facebook posts,mostly-false,mostly-false,True
"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future.",Instagram posts,pants-fire,mostly-false,False
"""Two liberal Democrat congressmen arrested for planning Trump’s assassination.""",Bloggers,pants-fire,false,False
"Says ""the headlines … tell the story"" of how Walker has ""mismanaged"" Milwaukee County",Tom Barrett,pants-fire,true,False
"""We went from $160 billion deficit spending in (President George W.) Bush's last year to $1.6 trillion the following year.""",Louie Gohmert,mostly-false,mostly-false,True
"""We’re 49th in the United States in new businesses created.""",Mary Burke,mostly-true,true,False
"Health care reform legislation is ""likely to mandate free ‘sex change’ surgeries.""",Bloggers,false,mostly-false,False
A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,false,true,False
"Six convictions are connected to an allegation by prosecutors ""that Gov. Scott Walker is at the center of a criminal scheme.""",Mary Burke,false,mostly-false,False
"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",Facebook posts,false,false,True
"""Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.""",Patrick Murphy,mostly-true,mostly-false,False
"""Things like … having Friday classes have been shown to be very effective on college campuses"" in reducing drinking.",University of Oregon,half-true,true,False
"""What they will do is socialized medicine.""",Rudy Giuliani,false,true,False
